Trial ID,plot,sample__planned_growth_stage,items_per_sample,variable,value_dw,value_agronomist,n_samples
island-beryllium-idaho-wyoming-florida-nitrogen,103,VT,3,total_n_g,2.6487,1.085,34
island-beryllium-idaho-wyoming-florida-nitrogen,104,VT,3,total_n_g,4.3231,1.083,35
island-beryllium-idaho-wyoming-florida-nitrogen,106,VT,3,total_n_g,4.26448,0.917,36
island-beryllium-idaho-wyoming-florida-nitrogen,107,VT,3,total_n_g,4.98157,1.025,39
island-beryllium-idaho-wyoming-florida-nitrogen,108,VT,3,total_n_g,4.92184,1.139,38
island-beryllium-idaho-wyoming-florida-nitrogen,109,VT,3,total_n_g,4.00225,1.095,37
island-beryllium-idaho-wyoming-florida-nitrogen,201,VT,3,total_n_g,5.38611,1.134,37
island-beryllium-idaho-wyoming-florida-nitrogen,202,VT,3,total_n_g,4.93682,1.047,34
island-beryllium-idaho-wyoming-florida-nitrogen,203,VT,3,total_n_g,6.1828,1.119,33
island-beryllium-idaho-wyoming-florida-nitrogen,207,VT,3,total_n_g,4.20884,0.727,33
island-beryllium-idaho-wyoming-florida-nitrogen,208,VT,3,total_n_g,4.49604,1.468,37
island-beryllium-idaho-wyoming-florida-nitrogen,209,VT,3,total_n_g,4.71828,1.287,33
island-beryllium-idaho-wyoming-florida-nitrogen,301,VT,3,total_n_g,4.33911,1.216,31
island-beryllium-idaho-wyoming-florida-nitrogen,303,VT,3,total_n_g,4.08348,1.212,32
island-beryllium-idaho-wyoming-florida-nitrogen,305,VT,3,total_n_g,6.06918,1.255,30
island-beryllium-idaho-wyoming-florida-nitrogen,306,VT,3,total_n_g,4.86059,1.318,29
island-beryllium-idaho-wyoming-florida-nitrogen,307,VT,3,total_n_g,3.87001,1.262,29
island-beryllium-idaho-wyoming-florida-nitrogen,308,VT,3,total_n_g,4.33743,1.114,30
island-beryllium-idaho-wyoming-florida-nitrogen,309,VT,3,total_n_g,5.104,0.918,32
island-beryllium-idaho-wyoming-florida-nitrogen,404,VT,3,total_n_g,4.8216,1.244,31
island-beryllium-idaho-wyoming-florida-nitrogen,405,VT,3,total_n_g,4.99338,1.389,30
island-beryllium-idaho-wyoming-florida-nitrogen,406,VT,3,total_n_g,3.71484,0.828,32
island-beryllium-idaho-wyoming-florida-nitrogen,407,VT,3,total_n_g,5.2989,1.024,33
island-beryllium-idaho-wyoming-florida-nitrogen,409,VT,3,total_n_g,4.8776,1.322,31
mountain-november-chicken-avocado-magazine-oven,101,VT,3,total_n_g,11.0928,3.698,32
mountain-november-chicken-avocado-magazine-oven,102,VT,3,total_n_g,18.5976,6.199,35
mountain-november-chicken-avocado-magazine-oven,103,VT,3,total_n_g,8.47081,2.824,34
mountain-november-chicken-avocado-magazine-oven,107,VT,3,total_n_g,10.4372,3.479,39
mountain-november-chicken-avocado-magazine-oven,108,VT,3,total_n_g,12.58166,4.194,38
mountain-november-chicken-avocado-magazine-oven,109,VT,3,total_n_g,8.1928,2.731,37
mountain-november-chicken-avocado-magazine-oven,201,VT,3,total_n_g,11.66948,3.89,37
mountain-november-chicken-avocado-magazine-oven,204,VT,3,total_n_g,8.16508,2.722,33
mountain-november-chicken-avocado-magazine-oven,205,VT,3,total_n_g,9.50243,3.167,29
mountain-november-chicken-avocado-magazine-oven,206,VT,3,total_n_g,12.91004,4.303,31
mountain-november-chicken-avocado-magazine-oven,207,VT,3,total_n_g,8.28568,2.762,33
mountain-november-chicken-avocado-magazine-oven,208,VT,3,total_n_g,8.86281,2.954,37
mountain-november-chicken-avocado-magazine-oven,209,VT,3,total_n_g,11.32288,3.774,33
mountain-november-chicken-avocado-magazine-oven,308,VT,3,total_n_g,7.33721,2.446,30
mountain-november-chicken-avocado-magazine-oven,309,VT,3,total_n_g,8.95725,2.986,32
mountain-november-chicken-avocado-magazine-oven,402,VT,3,total_n_g,5.95045,1.983,27
mountain-november-chicken-avocado-magazine-oven,403,VT,3,total_n_g,5.90548,1.968,28
mountain-november-chicken-avocado-magazine-oven,407,VT,3,total_n_g,6.63343,2.211,33
mountain-november-chicken-avocado-magazine-oven,408,VT,3,total_n_g,7.25085,2.417,28
mountain-november-chicken-avocado-magazine-oven,409,VT,3,total_n_g,5.751,1.917,31
red-maine-artist-south-wisconsin-october,106,VT,1,total_n_g,0.9513,1.050,36
red-maine-artist-south-wisconsin-october,107,VT,1,total_n_g,0.46125,0.687,39
red-maine-artist-south-wisconsin-october,107,VT,1,total_n_g,0.81664,0.687,39
red-maine-artist-south-wisconsin-october,107,VT,1,total_n_g,0.65669,0.687,39
red-maine-artist-south-wisconsin-october,108,VT,1,total_n_g,0.82602,0.843,38
red-maine-artist-south-wisconsin-october,108,VT,1,total_n_g,0.95108,0.843,38
red-maine-artist-south-wisconsin-october,109,VT,1,total_n_g,0.29056,0.873,37
red-maine-artist-south-wisconsin-october,109,VT,1,total_n_g,1.26432,0.873,37
red-maine-artist-south-wisconsin-october,201,VT,1,total_n_g,0.68026,0.900,37
red-maine-artist-south-wisconsin-october,201,VT,1,total_n_g,0.8789,0.900,37
red-maine-artist-south-wisconsin-october,202,VT,1,total_n_g,1.12194,0.970,34
alanine-cup-tango-hotel-oven-pasta,105,VT,3,total_n_g,2.924,0.975,34
alanine-cup-tango-hotel-oven-pasta,106,VT,3,total_n_g,2.66112,0.887,36
alanine-cup-tango-hotel-oven-pasta,107,VT,3,total_n_g,3.068,1.023,39
alanine-cup-tango-hotel-oven-pasta,108,VT,3,total_n_g,4.49307,1.498,38
alanine-cup-tango-hotel-oven-pasta,109,VT,3,total_n_g,5.1027,1.701,37
alanine-cup-tango-hotel-oven-pasta,201,VT,3,total_n_g,3.80598,1.269,37
alanine-cup-tango-hotel-oven-pasta,202,VT,3,total_n_g,3.15208,1.051,34
alanine-cup-tango-hotel-oven-pasta,301,VT,3,total_n_g,5.36194,1.787,31
alanine-cup-tango-hotel-oven-pasta,302,VT,3,total_n_g,3.02498,1.008,29
alanine-cup-tango-hotel-oven-pasta,303,VT,3,total_n_g,3.9264,1.309,32
alanine-cup-tango-hotel-oven-pasta,304,VT,3,total_n_g,3.13788,1.046,30
alanine-cup-tango-hotel-oven-pasta,305,VT,3,total_n_g,3.28001,1.093,30
alanine-cup-tango-hotel-oven-pasta,306,VT,3,total_n_g,2.75396,0.918,29
alanine-cup-tango-hotel-oven-pasta,307,VT,3,total_n_g,3.294,1.098,29
alanine-cup-tango-hotel-oven-pasta,402,VT,3,total_n_g,4.83104,1.610,27
alanine-cup-tango-hotel-oven-pasta,407,VT,3,total_n_g,3.0636,1.021,33
alanine-cup-tango-hotel-oven-pasta,408,VT,3,total_n_g,3.75318,1.251,28
alanine-cup-tango-hotel-oven-pasta,409,VT,3,total_n_g,4.5292,1.510,31
summer-freddie-colorado-fish-robert-hamper,101,VT,3,total_n_g,6.7284,,32
summer-freddie-colorado-fish-robert-hamper,105,VT,3,total_n_g,4.27448,,34
summer-freddie-colorado-fish-robert-hamper,201,VT,3,total_n_g,5.57464,,37
summer-freddie-colorado-fish-robert-hamper,202,VT,3,total_n_g,6.55744,,34
summer-freddie-colorado-fish-robert-hamper,203,VT,3,total_n_g,6.30336,,33
summer-freddie-colorado-fish-robert-hamper,204,VT,3,total_n_g,4.04362,,33
summer-freddie-colorado-fish-robert-hamper,205,VT,3,total_n_g,7.00832,,29
summer-freddie-colorado-fish-robert-hamper,206,VT,3,total_n_g,5.3816,,31
summer-freddie-colorado-fish-robert-hamper,207,VT,3,total_n_g,6.5188,,33
summer-freddie-colorado-fish-robert-hamper,302,VT,3,total_n_g,6.91765,,29
summer-freddie-colorado-fish-robert-hamper,307,VT,3,total_n_g,4.83492,,29
summer-freddie-colorado-fish-robert-hamper,308,VT,3,total_n_g,4.51003,,30
summer-freddie-colorado-fish-robert-hamper,309,VT,3,total_n_g,5.85044,,32
summer-freddie-colorado-fish-robert-hamper,401,VT,3,total_n_g,4.08464,,28
summer-freddie-colorado-fish-robert-hamper,402,VT,3,total_n_g,4.59648,,27
summer-freddie-colorado-fish-robert-hamper,403,VT,3,total_n_g,7.01992,,28
summer-freddie-colorado-fish-robert-hamper,404,VT,3,total_n_g,6.36221,,31
summer-freddie-colorado-fish-robert-hamper,408,VT,3,total_n_g,1.58704,,28
may-march-bacon-winter-batman-white,306,V6-V7,5,total_n_g,5.07678,,24
may-march-bacon-winter-batman-white,101,V6-V7,5,total_n_g,5.84416,,25
may-march-bacon-winter-batman-white,104,V6-V7,5,total_n_g,6.58878,,25
may-march-bacon-winter-batman-white,107,V6-V7,5,total_n_g,6.56705,,25
may-march-bacon-winter-batman-white,108,V6-V7,5,total_n_g,8.09064,,25
may-march-bacon-winter-batman-white,201,V6-V7,5,total_n_g,4.8332,,25
may-march-bacon-winter-batman-white,205,V6-V7,5,total_n_g,4.50604,,24
may-march-bacon-winter-batman-white,208,V6-V7,5,total_n_g,5.03862,,23
may-march-bacon-winter-batman-white,401,V6-V7,5,total_n_g,5.95296,,23
may-march-bacon-winter-batman-white,404,V6-V7,5,total_n_g,6.50328,,23
may-march-bacon-winter-batman-white,408,V6-V7,5,total_n_g,6.9909,,23
may-march-bacon-winter-batman-white,502,V6-V7,5,total_n_g,6.4735,,8
may-march-bacon-winter-batman-white,506,V6-V7,5,total_n_g,5.81808,,8
may-march-bacon-winter-batman-white,601,V6-V7,5,total_n_g,8.01908,,8
may-march-bacon-winter-batman-white,604,V6-V7,5,total_n_g,5.86032,,8
may-march-bacon-winter-batman-white,606,V6-V7,5,total_n_g,8.43532,,8
mountain-november-chicken-avocado-magazine-oven,306,VT,3,total_n_g,6.07617,2.025,29
mountain-november-chicken-avocado-magazine-oven,303,VT,3,total_n_g,7.04352,2.348,32
washington-uranus-eighteen-queen-cardinal-cola,105,V6-V7,5,total_n_g,1.21657,0.243,25
washington-uranus-eighteen-queen-cardinal-cola,101,VT,3,total_n_g,5.68215,1.894,32
washington-uranus-eighteen-queen-cardinal-cola,109,V6-V7,5,total_n_g,1.66252,0.333,25
washington-uranus-eighteen-queen-cardinal-cola,202,V6-V7,5,total_n_g,1.2876,0.258,24
nitrogen-alanine-queen-london-white-nineteen,104,V6-V7,5,total_n_g,1.75096,,25
nitrogen-alanine-queen-london-white-nineteen,107,V6-V7,5,total_n_g,1.53856,,25
nitrogen-alanine-queen-london-white-nineteen,108,V6-V7,5,total_n_g,1.7934,,25
nitrogen-alanine-queen-london-white-nineteen,201,V6-V7,5,total_n_g,1.81071,,25
nitrogen-alanine-queen-london-white-nineteen,205,V6-V7,5,total_n_g,1.64088,,24
nitrogen-alanine-queen-london-white-nineteen,209,V6-V7,5,total_n_g,2.49498,,23
nitrogen-alanine-queen-london-white-nineteen,303,V6-V7,5,total_n_g,2.17194,,24
nitrogen-alanine-queen-london-white-nineteen,307,V6-V7,5,total_n_g,2.26801,,24
four-georgia-march-fruit-alanine-steak,103,V6-V7,5,total_n_g,0.836,0.17,25
four-georgia-march-fruit-alanine-steak,107,V6-V7,5,total_n_g,1.0413,0.21,25
four-georgia-march-fruit-alanine-steak,201,V6-V7,5,total_n_g,0.9576,0.19,25
four-georgia-march-fruit-alanine-steak,205,V6-V7,5,total_n_g,0.95046,0.19,24
four-georgia-march-fruit-alanine-steak,208,V6-V7,5,total_n_g,1.34733,0.27,23
four-georgia-march-fruit-alanine-steak,303,V6-V7,5,total_n_g,1.11945,0.22,24
four-georgia-march-fruit-alanine-steak,306,V6-V7,5,total_n_g,1.17432,0.23,24
four-georgia-march-fruit-alanine-steak,401,V6-V7,5,total_n_g,1.0164,0.2,23
four-georgia-march-fruit-alanine-steak,405,V6-V7,5,total_n_g,1.26585,0.25,23
four-georgia-march-fruit-alanine-steak,408,V6-V7,5,total_n_g,1.272,0.25,23
four-georgia-march-fruit-alanine-steak,501,V6-V7,5,total_n_g,1.2375,0.25,8
four-georgia-march-fruit-alanine-steak,505,V6-V7,5,total_n_g,1.32759,0.27,8
four-georgia-march-fruit-alanine-steak,603,V6-V7,5,total_n_g,1.2173,0.24,8
four-georgia-march-fruit-alanine-steak,606,V6-V7,5,total_n_g,0.81972,0.16,8
zebra-fillet-moon-sweet-harry-april,102,V6-V7,5,total_n_g,0.33294,0.067,25
zebra-fillet-moon-sweet-harry-april,106,V6-V7,5,total_n_g,0.67614,0.135,25
zebra-fillet-moon-sweet-harry-april,109,V6-V7,5,total_n_g,0.40788,0.082,25
zebra-fillet-moon-sweet-harry-april,204,V6-V7,5,total_n_g,0.66704,0.133,24
zebra-fillet-moon-sweet-harry-april,207,V6-V7,5,total_n_g,1.15632,0.231,24
zebra-fillet-moon-sweet-harry-april,302,V6-V7,5,total_n_g,0.6825,0.137,24
zebra-fillet-moon-sweet-harry-april,306,V6-V7,5,total_n_g,0.59368,0.119,24
zebra-fillet-moon-sweet-harry-april,309,V6-V7,5,total_n_g,0.70596,0.141,24
zebra-fillet-moon-sweet-harry-april,402,V6-V7,5,total_n_g,0.2916,0.058,23
zebra-fillet-moon-sweet-harry-april,406,V6-V7,5,total_n_g,0.36015,0.072,23
zebra-fillet-moon-sweet-harry-april,409,V6-V7,5,total_n_g,0.42822,0.086,22
maryland-summer-nuts-march-minnesota-lamp,107,V6-V7,5,total_n_g,0.76038,0.152,25
carolina-earth-spring-carpet-winner-eleven,101,VT,3,total_n_g,5.257,1.752,32
carolina-earth-spring-carpet-winner-eleven,105,VT,3,total_n_g,5.77642,1.925,34
maryland-summer-nuts-march-minnesota-lamp,202,V6-V7,5,total_n_g,0.84643,0.169,24
maryland-summer-nuts-march-minnesota-lamp,205,V6-V7,5,total_n_g,0.9438,0.189,24
maryland-summer-nuts-march-minnesota-lamp,207,V6-V7,5,total_n_g,0.62216,0.124,24
maryland-summer-nuts-march-minnesota-lamp,302,V6-V7,5,total_n_g,0.89947,0.18,24
maryland-summer-nuts-march-minnesota-lamp,305,V6-V7,5,total_n_g,0.84825,0.17,24
maryland-summer-nuts-march-minnesota-lamp,309,V6-V7,5,total_n_g,0.97929,0.196,24
maryland-summer-nuts-march-minnesota-lamp,403,V6-V7,5,total_n_g,1.09311,0.219,23
maryland-summer-nuts-march-minnesota-lamp,407,V6-V7,5,total_n_g,0.95444,0.191,23
diet-victor-floor-pluto-fix-pizza,101,V6-V7,5,total_n_g,2.09592,0.419,25
diet-victor-floor-pluto-fix-pizza,105,V6-V7,5,total_n_g,2.55625,0.511,25
diet-victor-floor-pluto-fix-pizza,108,V6-V7,5,total_n_g,1.72095,0.344,25
carolina-earth-spring-carpet-winner-eleven,304,V6-V7,5,total_n_g,1.22491,0.245,24
carolina-earth-spring-carpet-winner-eleven,308,V6-V7,5,total_n_g,1.11612,0.223,24
carolina-earth-spring-carpet-winner-eleven,402,V6-V7,5,total_n_g,1.22331,0.245,23
carolina-earth-spring-carpet-winner-eleven,406,V6-V7,5,total_n_g,1.1196,0.224,23
carolina-earth-spring-carpet-winner-eleven,409,V6-V7,5,total_n_g,0.9256,0.185,22
bravo-arizona-sixteen-eighteen-hot-spaghetti,101,V6-V7,5,total_n_g,1.7097,0.342,25
bravo-arizona-sixteen-eighteen-hot-spaghetti,104,V6-V7,5,total_n_g,1.71201,0.342,25
bravo-arizona-sixteen-eighteen-hot-spaghetti,106,V6-V7,5,total_n_g,1.24574,0.249,25
bravo-arizona-sixteen-eighteen-hot-spaghetti,201,V6-V7,5,total_n_g,1.4768,0.295,25
bravo-arizona-sixteen-eighteen-hot-spaghetti,204,V6-V7,5,total_n_g,1.3248,0.265,24
bravo-arizona-sixteen-eighteen-hot-spaghetti,208,V6-V7,5,total_n_g,1.2608,0.252,23
bravo-arizona-sixteen-eighteen-hot-spaghetti,302,V6-V7,5,total_n_g,1.39776,0.28,24
bravo-arizona-sixteen-eighteen-hot-spaghetti,306,V6-V7,5,total_n_g,1.10433,0.221,24
bravo-arizona-sixteen-eighteen-hot-spaghetti,407,V6-V7,5,total_n_g,1.91295,0.383,23
bakerloo-thirteen-xray-muppet-maine-coffee,101,V6-V7,5,total_n_g,2.68277,0.537,25
bakerloo-thirteen-xray-muppet-maine-coffee,108,V6-V7,5,total_n_g,2.82285,0.565,25
bakerloo-thirteen-xray-muppet-maine-coffee,201,V6-V7,5,total_n_g,2.69848,0.54,25
bakerloo-thirteen-xray-muppet-maine-coffee,203,V6-V7,5,total_n_g,3.15492,0.631,24
bakerloo-thirteen-xray-muppet-maine-coffee,206,V6-V7,5,total_n_g,2.56251,0.513,24
bakerloo-thirteen-xray-muppet-maine-coffee,208,V6-V7,5,total_n_g,3.17727,0.635,23
bakerloo-thirteen-xray-muppet-maine-coffee,302,V6-V7,5,total_n_g,2.90322,0.581,24
bakerloo-thirteen-xray-muppet-maine-coffee,304,V6-V7,5,total_n_g,3.01788,0.604,24
bakerloo-thirteen-xray-muppet-maine-coffee,402,V6-V7,5,total_n_g,3.04168,0.608,23
bakerloo-thirteen-xray-muppet-maine-coffee,404,V6-V7,5,total_n_g,3.2264,0.645,23
bakerloo-thirteen-xray-muppet-maine-coffee,406,V6-V7,5,total_n_g,2.7975,0.56,23
bakerloo-thirteen-xray-muppet-maine-coffee,409,V6-V7,5,total_n_g,3.30708,0.661,22
mountain-november-chicken-avocado-magazine-oven,102,V6-V7,5,total_n_g,4.2143,0.843,25
mountain-november-chicken-avocado-magazine-oven,104,V6-V7,5,total_n_g,3.04416,0.609,25
mountain-november-chicken-avocado-magazine-oven,106,V6-V7,5,total_n_g,3.99707,0.799,25
mountain-november-chicken-avocado-magazine-oven,109,V6-V7,5,total_n_g,3.56209,0.712,25
mountain-november-chicken-avocado-magazine-oven,202,V6-V7,5,total_n_g,3.6072,0.721,24
mountain-november-chicken-avocado-magazine-oven,205,V6-V7,5,total_n_g,3.63969,0.728,24
mountain-november-chicken-avocado-magazine-oven,207,V6-V7,5,total_n_g,2.9714,0.594,24
mountain-november-chicken-avocado-magazine-oven,305,V6-V7,5,total_n_g,2.8188,0.564,24
mountain-november-chicken-avocado-magazine-oven,306,V6-V7,5,total_n_g,2.5857,0.517,24
mountain-november-chicken-avocado-magazine-oven,308,V6-V7,5,total_n_g,2.91088,0.582,24
mountain-november-chicken-avocado-magazine-oven,401,V6-V7,5,total_n_g,1.8048,0.361,23
mountain-november-chicken-avocado-magazine-oven,404,V6-V7,5,total_n_g,2.44712,0.489,23
mountain-november-chicken-avocado-magazine-oven,406,V6-V7,5,total_n_g,2.56512,0.513,23
delaware-queen-angel-artist-green-south,104,V6-V7,5,total_n_g,2.3489,0.47,25
delaware-queen-angel-artist-green-south,106,V6-V7,5,total_n_g,2.1204,0.424,25
delaware-queen-angel-artist-green-south,108,V6-V7,5,total_n_g,3.2897,0.658,25
delaware-queen-angel-artist-green-south,204,V6-V7,5,total_n_g,3.30564,0.661,24
delaware-queen-angel-artist-green-south,301,V6-V7,5,total_n_g,3.136,0.627,24
delaware-queen-angel-artist-green-south,303,V6-V7,5,total_n_g,1.5276,0.306,24
delaware-queen-angel-artist-green-south,306,V6-V7,5,total_n_g,2.75535,0.551,24
delaware-queen-angel-artist-green-south,308,V6-V7,5,total_n_g,1.5368,0.307,24
delaware-queen-angel-artist-green-south,402,V6-V7,5,total_n_g,2.67612,0.535,23
delaware-queen-angel-artist-green-south,404,V6-V7,5,total_n_g,1.7888,0.358,23
delaware-queen-angel-artist-green-south,407,V6-V7,5,total_n_g,2.07306,0.415,23
tennis-sixteen-grey-ink-white-louisiana,101,V6-V7,5,total_n_g,0.9766,0.195,25
tennis-sixteen-grey-ink-white-louisiana,103,V6-V7,5,total_n_g,1.04148,0.208,25
tennis-sixteen-grey-ink-white-louisiana,106,V6-V7,5,total_n_g,1.09989,0.22,25
tennis-sixteen-grey-ink-white-louisiana,108,V6-V7,5,total_n_g,0.99702,0.199,25
tennis-sixteen-grey-ink-white-louisiana,202,V6-V7,5,total_n_g,1.17234,0.234,24
tennis-sixteen-grey-ink-white-louisiana,306,V6-V7,5,total_n_g,1.07045,0.214,24
tennis-sixteen-grey-ink-white-louisiana,309,V6-V7,5,total_n_g,1.25756,0.252,24
tennis-sixteen-grey-ink-white-louisiana,402,V6-V7,5,total_n_g,1.2201,0.244,23
tennis-sixteen-grey-ink-white-louisiana,405,V6-V7,5,total_n_g,1.30572,0.261,23
tennis-sixteen-grey-ink-white-louisiana,407,V6-V7,5,total_n_g,1.02896,0.206,23
tennis-sixteen-grey-ink-white-louisiana,501,V6-V7,5,total_n_g,0.84096,0.168,8
tennis-sixteen-grey-ink-white-louisiana,503,V6-V7,5,total_n_g,1.1196,0.224,8
tennis-sixteen-grey-ink-white-louisiana,504,V6-V7,5,total_n_g,1.14912,0.23,8
tennis-sixteen-grey-ink-white-louisiana,507,V6-V7,5,total_n_g,0.90068,0.18,8
tennis-sixteen-grey-ink-white-louisiana,509,V6-V7,5,total_n_g,1.3611,0.272,8
tennis-sixteen-grey-ink-white-louisiana,603,V6-V7,5,total_n_g,1.03224,0.206,8
tennis-sixteen-grey-ink-white-louisiana,605,V6-V7,5,total_n_g,1.25367,0.251,8
tennis-sixteen-grey-ink-white-louisiana,608,V6-V7,5,total_n_g,1.08135,0.216,8
island-beryllium-idaho-wyoming-florida-nitrogen,302,V6-V7,5,total_n_g,0.8733,0.175,24
island-beryllium-idaho-wyoming-florida-nitrogen,304,V6-V7,5,total_n_g,0.98892,0.198,24
island-beryllium-idaho-wyoming-florida-nitrogen,307,V6-V7,5,total_n_g,0.85224,0.17,24
island-beryllium-idaho-wyoming-florida-nitrogen,309,V6-V7,5,total_n_g,1.0894,0.218,24
island-beryllium-idaho-wyoming-florida-nitrogen,401,V6-V7,5,total_n_g,0.89253,0.179,23
island-beryllium-idaho-wyoming-florida-nitrogen,404,V6-V7,5,total_n_g,0.78672,0.157,23
island-beryllium-idaho-wyoming-florida-nitrogen,406,V6-V7,5,total_n_g,0.69966,0.14,23
island-beryllium-idaho-wyoming-florida-nitrogen,409,V6-V7,5,total_n_g,1.06628,0.213,22
island-beryllium-idaho-wyoming-florida-nitrogen,502,V6-V7,5,total_n_g,0.86,0.172,8
island-beryllium-idaho-wyoming-florida-nitrogen,505,V6-V7,5,total_n_g,1.37676,0.275,8
island-beryllium-idaho-wyoming-florida-nitrogen,507,V6-V7,5,total_n_g,0.81408,0.163,8
island-beryllium-idaho-wyoming-florida-nitrogen,601,V6-V7,5,total_n_g,1.84414,0.369,8
island-beryllium-idaho-wyoming-florida-nitrogen,603,V6-V7,5,total_n_g,0.90312,0.181,8
summer-freddie-colorado-fish-robert-hamper,206,V6-V7,5,total_n_g,1.86,,24
summer-freddie-colorado-fish-robert-hamper,207,V6-V7,5,total_n_g,1.97925,,24
summer-freddie-colorado-fish-robert-hamper,301,V6-V7,5,total_n_g,1.62174,,24
summer-freddie-colorado-fish-robert-hamper,303,V6-V7,5,total_n_g,1.90404,,24
summer-freddie-colorado-fish-robert-hamper,306,V6-V7,5,total_n_g,1.69286,,24
summer-freddie-colorado-fish-robert-hamper,308,V6-V7,5,total_n_g,1.4904,,24
summer-freddie-colorado-fish-robert-hamper,402,V6-V7,5,total_n_g,1.7919,,23
summer-freddie-colorado-fish-robert-hamper,404,V6-V7,5,total_n_g,1.46653,,23
summer-freddie-colorado-fish-robert-hamper,407,V6-V7,5,total_n_g,1.63618,,23
summer-freddie-colorado-fish-robert-hamper,409,V6-V7,5,total_n_g,1.36017,,22
summer-freddie-colorado-fish-robert-hamper,502,V6-V7,5,total_n_g,1.30088,,8
summer-freddie-colorado-fish-robert-hamper,504,V6-V7,5,total_n_g,1.55608,,8
summer-freddie-colorado-fish-robert-hamper,507,V6-V7,5,total_n_g,2.0257,,8
nitrogen-alanine-queen-london-white-nineteen,402,V6-V7,5,total_n_g,2.45616,,23
nitrogen-alanine-queen-london-white-nineteen,405,V6-V7,5,total_n_g,2.05178,,23
nitrogen-alanine-queen-london-white-nineteen,406,V6-V7,5,total_n_g,2.03394,,23
nitrogen-alanine-queen-london-white-nineteen,408,V6-V7,5,total_n_g,2.49704,,23
red-maine-artist-south-wisconsin-october,101,V6-V7,5,total_n_g,2.31168,0.462,25
red-maine-artist-south-wisconsin-october,102,V6-V7,5,total_n_g,2.42961,0.486,25
red-maine-artist-south-wisconsin-october,104,V6-V7,5,total_n_g,2.5277,0.506,25
red-maine-artist-south-wisconsin-october,108,V6-V7,5,total_n_g,2.96999,0.594,25
lion-uncle-march-lactose-mexico-vegan,105,V6-V7,5,total_n_g,1.34992,0.27,25
lion-uncle-march-lactose-mexico-vegan,109,V6-V7,5,total_n_g,1.75182,0.35,25
lion-uncle-march-lactose-mexico-vegan,203,V6-V7,5,total_n_g,1.64052,0.328,24
lion-uncle-march-lactose-mexico-vegan,207,V6-V7,5,total_n_g,1.97976,0.396,24
lion-uncle-march-lactose-mexico-vegan,301,V6-V7,5,total_n_g,1.66278,0.333,24
lion-uncle-march-lactose-mexico-vegan,303,V6-V7,5,total_n_g,1.90205,0.38,24
lion-uncle-march-lactose-mexico-vegan,304,V6-V7,5,total_n_g,2.3791,0.476,24
lion-uncle-march-lactose-mexico-vegan,307,V6-V7,5,total_n_g,2.04835,0.41,24
lion-uncle-march-lactose-mexico-vegan,402,V6-V7,5,total_n_g,2.15166,0.43,23
lion-uncle-march-lactose-mexico-vegan,405,V6-V7,5,total_n_g,2.26746,0.453,23
lion-uncle-march-lactose-mexico-vegan,409,V6-V7,5,total_n_g,2.29928,0.46,22
pizza-venus-fourteen-apart-sierra-crazy,101,V6-V7,5,total_n_g,1.40436,,25
pizza-venus-fourteen-apart-sierra-crazy,105,V6-V7,5,total_n_g,2.7621,,25
pizza-venus-fourteen-apart-sierra-crazy,108,V6-V7,5,total_n_g,1.73824,,25
pizza-venus-fourteen-apart-sierra-crazy,203,V6-V7,5,total_n_g,2.27076,,24
pizza-venus-fourteen-apart-sierra-crazy,206,V6-V7,5,total_n_g,2.64152,,24
pizza-venus-fourteen-apart-sierra-crazy,301,V6-V7,5,total_n_g,2.54826,,24
pizza-venus-fourteen-apart-sierra-crazy,305,V6-V7,5,total_n_g,3.16078,,24
pizza-venus-fourteen-apart-sierra-crazy,402,V6-V7,5,total_n_g,3.44993,,23
pizza-venus-fourteen-apart-sierra-crazy,406,V6-V7,5,total_n_g,1.7672,,23
lactose-vermont-crazy-echo-william-bravo,101,V6-V7,5,total_n_g,2.15488,,25
lactose-vermont-crazy-echo-william-bravo,105,V6-V7,5,total_n_g,1.48676,,25
lactose-vermont-crazy-echo-william-bravo,108,V6-V7,5,total_n_g,1.9516,,25
lactose-vermont-crazy-echo-william-bravo,203,V6-V7,5,total_n_g,1.40595,,24
lactose-vermont-crazy-echo-william-bravo,206,V6-V7,5,total_n_g,1.3608,,24
lactose-vermont-crazy-echo-william-bravo,301,V6-V7,5,total_n_g,1.37145,,24
lactose-vermont-crazy-echo-william-bravo,308,V6-V7,5,total_n_g,1.48608,,24
lactose-vermont-crazy-echo-william-bravo,402,V6-V7,5,total_n_g,1.58508,,23
lactose-vermont-crazy-echo-william-bravo,404,V6-V7,5,total_n_g,1.85976,,23
lactose-vermont-crazy-echo-william-bravo,408,V6-V7,5,total_n_g,1.73264,,23
september-oranges-crazy-florida-delta-monkey,104,V6-V7,5,total_n_g,0.4325,0.087,25
september-oranges-crazy-florida-delta-monkey,105,V6-V7,5,total_n_g,0.519,0.104,25
september-oranges-crazy-florida-delta-monkey,106,V6-V7,5,total_n_g,0.4238,0.085,25
september-oranges-crazy-florida-delta-monkey,201,V6-V7,5,total_n_g,0.43624,0.087,25
september-oranges-crazy-florida-delta-monkey,204,V6-V7,5,total_n_g,0.5611,0.112,24
september-oranges-crazy-florida-delta-monkey,205,V6-V7,5,total_n_g,0.49773,0.1,24
september-oranges-crazy-florida-delta-monkey,209,V6-V7,5,total_n_g,0.39183,0.078,23
